Product_Tienda,Product_Other,Store,Price_Tienda,Price_Other,Difference,Percentage,Cheaper_At,Match_Score,Match_Type,Savings
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$50,$74,$24,48.0%,Tienda Inglesa,0.73,name,24.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$50,$74,$24,48.0%,Tienda Inglesa,0.73,name,24.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$50,$74,$24,48.0%,Tienda Inglesa,0.73,name,24.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$50,$74,$24,48.0%,Tienda Inglesa,0.73,name,24.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco MIROKUMAI 1 kg,Disco,$50,$152,$102,204.0%,Tienda Inglesa,0.71,name,102.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco MIROKUMAI 1 kg,Disco,$50,$152,$102,204.0%,Tienda Inglesa,0.71,name,102.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco MIROKUMAI 1 kg,Disco,$50,$152,$102,204.0%,Tienda Inglesa,0.71,name,102.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco MIROKUMAI 1 kg,Devoto,$50,$152,$102,204.0%,Tienda Inglesa,0.71,name,102.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco MIROKUMAI 1 kg,Devoto,$50,$152,$102,204.0%,Tienda Inglesa,0.71,name,102.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco MIROKUMAI 1 kg,Devoto,$50,$152,$102,204.0%,Tienda Inglesa,0.71,name,102.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 5 kg,Disco,$50,$309,$259,518.0%,Tienda Inglesa,0.69,name,259.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 5 kg,Disco,$50,$309,$259,518.0%,Tienda Inglesa,0.69,name,259.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 5 kg,Disco,$50,$309,$259,518.0%,Tienda Inglesa,0.69,name,259.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 5 kg,Devoto,$50,$309,$259,518.0%,Tienda Inglesa,0.69,name,259.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 5 kg,Devoto,$50,$309,$259,518.0%,Tienda Inglesa,0.69,name,259.0
Arroz Blanco TIENDA INGLESA 1 Kg,Arroz blanco SAMAN 5 kg,Devoto,$50,$309,$259,518.0%,Tienda Inglesa,0.69,name,259.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 2 kg,Disco,$56,$149,$93,166.1%,Tienda Inglesa,0.83,name,93.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 5 kg,Disco,$56,$229,$173,308.9%,Tienda Inglesa,0.83,name,173.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 2 kg,Disco,$56,$149,$93,166.1%,Tienda Inglesa,0.83,name,93.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 5 kg,Disco,$56,$229,$173,308.9%,Tienda Inglesa,0.83,name,173.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 2 kg,Devoto,$56,$149,$93,166.1%,Tienda Inglesa,0.83,name,93.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 5 kg,Devoto,$56,$333,$277,494.6%,Tienda Inglesa,0.83,name,277.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 2 kg,Devoto,$56,$149,$93,166.1%,Tienda Inglesa,0.83,name,93.0
Arroz BLUE PATNA 1 Kg,Arroz patna BLUE PATNA 5 kg,Devoto,$56,$333,$277,494.6%,Tienda Inglesa,0.83,name,277.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Disco,$56,$86,$30,53.6%,Tienda Inglesa,0.81,name,30.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Disco,$56,$86,$30,53.6%,Tienda Inglesa,0.81,name,30.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Disco,$56,$86,$30,53.6%,Tienda Inglesa,0.81,name,30.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Devoto,$56,$86,$30,53.6%,Tienda Inglesa,0.81,name,30.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Devoto,$56,$86,$30,53.6%,Tienda Inglesa,0.81,name,30.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Devoto,$56,$86,$30,53.6%,Tienda Inglesa,0.81,name,30.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.77,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz paella BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.73,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz paella BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.73,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz paella BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.73,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz paella BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.73,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz corto panoja 1 kg,Disco,$56,$119,$63,112.5%,Tienda Inglesa,0.73,name,63.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$56,$74,$18,32.1%,Tienda Inglesa,0.73,name,18.0
Arroz BLUE PATNA 1 Kg,Arroz corto panoja 1 kg,Disco,$56,$119,$63,112.5%,Tienda Inglesa,0.73,name,63.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$56,$74,$18,32.1%,Tienda Inglesa,0.73,name,18.0
Arroz BLUE PATNA 1 Kg,Arroz corto panoja 1 kg,Devoto,$56,$119,$63,112.5%,Tienda Inglesa,0.73,name,63.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$56,$74,$18,32.1%,Tienda Inglesa,0.73,name,18.0
Arroz BLUE PATNA 1 Kg,Arroz corto panoja 1 kg,Devoto,$56,$119,$63,112.5%,Tienda Inglesa,0.73,name,63.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$56,$74,$18,32.1%,Tienda Inglesa,0.73,name,18.0
Arroz BLUE PATNA 1 Kg,Arroz milanés BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.72,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz milanés BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.72,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz milanés BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.72,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz milanés BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.72,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 500 g,Disco,$56,$48,$8,14.3%,Disco,0.72,name,-8.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 500 g,Disco,$56,$48,$8,14.3%,Disco,0.72,name,-8.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 500 g,Disco,$56,$48,$8,14.3%,Disco,0.72,name,-8.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 500 g,Devoto,$56,$48,$8,14.3%,Devoto,0.72,name,-8.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 500 g,Devoto,$56,$48,$8,14.3%,Devoto,0.72,name,-8.0
Arroz BLUE PATNA 1 Kg,Arroz parboiled BLUE PATNA 500 g,Devoto,$56,$48,$8,14.3%,Devoto,0.72,name,-8.0
Arroz BLUE PATNA 1 Kg,Arroz primavera BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.69,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz doble carolina SAMAN 1 kg,Disco,$56,$140,$84,150.0%,Tienda Inglesa,0.69,name,84.0
Arroz BLUE PATNA 1 Kg,Arroz primavera BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.69,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz doble carolina SAMAN 1 kg,Disco,$56,$140,$84,150.0%,Tienda Inglesa,0.69,name,84.0
Arroz BLUE PATNA 1 Kg,Arroz primavera BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.69,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz doble carolina SAMAN 1 kg,Devoto,$56,$140,$84,150.0%,Tienda Inglesa,0.69,name,84.0
Arroz BLUE PATNA 1 Kg,Arroz primavera BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.69,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz doble carolina SAMAN 1 kg,Devoto,$56,$140,$84,150.0%,Tienda Inglesa,0.69,name,84.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.68,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.68,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 5 kg,Disco,$56,$309,$253,451.8%,Tienda Inglesa,0.68,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.68,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.68,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz blanco SAMAN 5 kg,Devoto,$56,$309,$253,451.8%,Tienda Inglesa,0.68,name,253.0
Arroz BLUE PATNA 1 Kg,Arroz con hongos BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.68,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz con hongos BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.68,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz con hongos BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.68,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz con hongos BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.68,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz patna GREEN CHEF 1 kg,Disco,$56,$69,$13,23.2%,Tienda Inglesa,0.67,name,13.0
Arroz BLUE PATNA 1 Kg,Arroz patna GREEN CHEF 1 kg,Disco,$56,$69,$13,23.2%,Tienda Inglesa,0.67,name,13.0
Arroz BLUE PATNA 1 Kg,Arroz patna GREEN CHEF 1 kg,Disco,$56,$69,$13,23.2%,Tienda Inglesa,0.67,name,13.0
Arroz BLUE PATNA 1 Kg,Arroz patna GREEN CHEF 1 kg,Devoto,$56,$69,$13,23.2%,Tienda Inglesa,0.67,name,13.0
Arroz BLUE PATNA 1 Kg,Arroz patna GREEN CHEF 1 kg,Devoto,$56,$69,$13,23.2%,Tienda Inglesa,0.67,name,13.0
Arroz BLUE PATNA 1 Kg,Arroz patna GREEN CHEF 1 kg,Devoto,$56,$69,$13,23.2%,Tienda Inglesa,0.67,name,13.0
Arroz BLUE PATNA 1 Kg,Arroz a la criolla BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.65,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz a la criolla BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.65,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz a la criolla BLUE PATNA 200g,Disco,$56,$95,$39,69.6%,Tienda Inglesa,0.65,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz a la criolla BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.65,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz a la criolla BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.65,name,39.0
Arroz BLUE PATNA 1 Kg,Arroz a la criolla BLUE PATNA 200g,Devoto,$56,$95,$39,69.6%,Tienda Inglesa,0.65,name,39.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled SAMAN 1 kg,Disco,$60,$84,$24,40.0%,Tienda Inglesa,1.00,name,24.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled SAMAN 1 kg,Disco,$60,$84,$24,40.0%,Tienda Inglesa,1.00,name,24.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled SAMAN 1 kg,Devoto,$60,$84,$24,40.0%,Tienda Inglesa,1.00,name,24.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled SAMAN 1 kg,Devoto,$60,$84,$24,40.0%,Tienda Inglesa,1.00,name,24.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Disco,$60,$86,$26,43.3%,Tienda Inglesa,0.81,name,26.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Disco,$60,$86,$26,43.3%,Tienda Inglesa,0.81,name,26.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Disco,$60,$86,$26,43.3%,Tienda Inglesa,0.81,name,26.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Devoto,$60,$86,$26,43.3%,Tienda Inglesa,0.81,name,26.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Devoto,$60,$86,$26,43.3%,Tienda Inglesa,0.81,name,26.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 1 kg,Devoto,$60,$86,$26,43.3%,Tienda Inglesa,0.81,name,26.0
Arroz Parboiled SAMAN 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$60,$74,$14,23.3%,Tienda Inglesa,0.78,name,14.0
Arroz Parboiled SAMAN 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$60,$74,$14,23.3%,Tienda Inglesa,0.78,name,14.0
Arroz Parboiled SAMAN 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$60,$74,$14,23.3%,Tienda Inglesa,0.78,name,14.0
Arroz Parboiled SAMAN 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$60,$74,$14,23.3%,Tienda Inglesa,0.78,name,14.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$60,$309,$249,415.0%,Tienda Inglesa,0.77,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$60,$309,$249,415.0%,Tienda Inglesa,0.77,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$60,$309,$249,415.0%,Tienda Inglesa,0.77,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$60,$309,$249,415.0%,Tienda Inglesa,0.77,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$60,$309,$249,415.0%,Tienda Inglesa,0.77,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Disco,$60,$309,$249,415.0%,Tienda Inglesa,0.77,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$60,$309,$249,415.0%,Tienda Inglesa,0.77,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$60,$309,$249,415.0%,Tienda Inglesa,0.77,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$60,$309,$249,415.0%,Tienda Inglesa,0.77,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$60,$309,$249,415.0%,Tienda Inglesa,0.77,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$60,$309,$249,415.0%,Tienda Inglesa,0.77,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 5 kg,Devoto,$60,$309,$249,415.0%,Tienda Inglesa,0.77,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz doble carolina SAMAN 1 kg,Disco,$60,$140,$80,133.3%,Tienda Inglesa,0.74,name,80.0
Arroz Parboiled SAMAN 1 Kg,Arroz doble carolina SAMAN 1 kg,Disco,$60,$140,$80,133.3%,Tienda Inglesa,0.74,name,80.0
Arroz Parboiled SAMAN 1 Kg,Arroz doble carolina SAMAN 1 kg,Devoto,$60,$140,$80,133.3%,Tienda Inglesa,0.74,name,80.0
Arroz Parboiled SAMAN 1 Kg,Arroz doble carolina SAMAN 1 kg,Devoto,$60,$140,$80,133.3%,Tienda Inglesa,0.74,name,80.0
Arroz Parboiled SAMAN 1 Kg,Arroz blanco SAMAN 5 kg,Disco,$60,$309,$249,415.0%,Tienda Inglesa,0.73,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz blanco SAMAN 5 kg,Disco,$60,$309,$249,415.0%,Tienda Inglesa,0.73,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz blanco SAMAN 5 kg,Disco,$60,$309,$249,415.0%,Tienda Inglesa,0.73,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz blanco SAMAN 5 kg,Devoto,$60,$309,$249,415.0%,Tienda Inglesa,0.73,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz blanco SAMAN 5 kg,Devoto,$60,$309,$249,415.0%,Tienda Inglesa,0.73,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz blanco SAMAN 5 kg,Devoto,$60,$309,$249,415.0%,Tienda Inglesa,0.73,name,249.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 500 g,Disco,$60,$48,$12,20.0%,Disco,0.72,name,-12.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 500 g,Disco,$60,$48,$12,20.0%,Disco,0.72,name,-12.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 500 g,Disco,$60,$48,$12,20.0%,Disco,0.72,name,-12.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 500 g,Devoto,$60,$48,$12,20.0%,Devoto,0.72,name,-12.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 500 g,Devoto,$60,$48,$12,20.0%,Devoto,0.72,name,-12.0
Arroz Parboiled SAMAN 1 Kg,Arroz parboiled BLUE PATNA 500 g,Devoto,$60,$48,$12,20.0%,Devoto,0.72,name,-12.0
Arroz Parboiled SAMAN 1 Kg,Arroz Blanco SAMAN 500 g,Disco,$60,$45,$15,25.0%,Disco,0.68,name,-15.0
Arroz Parboiled SAMAN 1 Kg,Arroz Blanco SAMAN 500 g,Disco,$60,$45,$15,25.0%,Disco,0.68,name,-15.0
Arroz Parboiled SAMAN 1 Kg,Arroz Blanco SAMAN 500 g,Devoto,$60,$45,$15,25.0%,Devoto,0.68,name,-15.0
Arroz Parboiled SAMAN 1 Kg,Arroz Blanco SAMAN 500 g,Devoto,$60,$45,$15,25.0%,Devoto,0.68,name,-15.0
Arroz Parboiled SAMAN 1 Kg,Arroz patna BLUE PATNA 2 kg,Disco,$60,$149,$89,148.3%,Tienda Inglesa,0.68,name,89.0
Arroz Parboiled SAMAN 1 Kg,Arroz patna BLUE PATNA 5 kg,Disco,$60,$229,$169,281.7%,Tienda Inglesa,0.68,name,169.0
Arroz Parboiled SAMAN 1 Kg,Arroz patna BLUE PATNA 2 kg,Disco,$60,$149,$89,148.3%,Tienda Inglesa,0.68,name,89.0
Arroz Parboiled SAMAN 1 Kg,Arroz patna BLUE PATNA 5 kg,Disco,$60,$229,$169,281.7%,Tienda Inglesa,0.68,name,169.0
Arroz Parboiled SAMAN 1 Kg,Arroz patna BLUE PATNA 2 kg,Devoto,$60,$149,$89,148.3%,Tienda Inglesa,0.68,name,89.0
Arroz Parboiled SAMAN 1 Kg,Arroz patna BLUE PATNA 5 kg,Devoto,$60,$333,$273,455.0%,Tienda Inglesa,0.68,name,273.0
Arroz Parboiled SAMAN 1 Kg,Arroz patna BLUE PATNA 2 kg,Devoto,$60,$149,$89,148.3%,Tienda Inglesa,0.68,name,89.0
Arroz Parboiled SAMAN 1 Kg,Arroz patna BLUE PATNA 5 kg,Devoto,$60,$333,$273,455.0%,Tienda Inglesa,0.68,name,273.0
Arroz SAMAN Urumati 1 Kg,Arroz blanco MIROKUMAI 1 kg,Disco,$120,$152,$32,26.7%,Tienda Inglesa,0.75,name,32.0
Arroz SAMAN Urumati 1 Kg,Arroz blanco MIROKUMAI 1 kg,Disco,$120,$152,$32,26.7%,Tienda Inglesa,0.75,name,32.0
Arroz SAMAN Urumati 1 Kg,Arroz blanco MIROKUMAI 1 kg,Disco,$120,$152,$32,26.7%,Tienda Inglesa,0.75,name,32.0
Arroz SAMAN Urumati 1 Kg,Arroz blanco MIROKUMAI 1 kg,Devoto,$120,$152,$32,26.7%,Tienda Inglesa,0.75,name,32.0
Arroz SAMAN Urumati 1 Kg,Arroz blanco MIROKUMAI 1 kg,Devoto,$120,$152,$32,26.7%,Tienda Inglesa,0.75,name,32.0
Arroz SAMAN Urumati 1 Kg,Arroz blanco MIROKUMAI 1 kg,Devoto,$120,$152,$32,26.7%,Tienda Inglesa,0.75,name,32.0
Arroz SAMAN Urumati 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$120,$74,$46,38.3%,Disco,0.68,name,-46.0
Arroz SAMAN Urumati 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$120,$74,$46,38.3%,Disco,0.68,name,-46.0
Arroz SAMAN Urumati 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$120,$74,$46,38.3%,Devoto,0.68,name,-46.0
Arroz SAMAN Urumati 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$120,$74,$46,38.3%,Devoto,0.68,name,-46.0
Arroz Green CHEF 1 Kg,Arroz patna GREEN CHEF 1 kg,Disco,$49,$69,$20,40.8%,Tienda Inglesa,0.88,name,20.0
Arroz Green CHEF 1 Kg,Arroz patna GREEN CHEF 1 kg,Disco,$49,$69,$20,40.8%,Tienda Inglesa,0.88,name,20.0
Arroz Green CHEF 1 Kg,Arroz patna GREEN CHEF 1 kg,Disco,$49,$69,$20,40.8%,Tienda Inglesa,0.88,name,20.0
Arroz Green CHEF 1 Kg,Arroz patna GREEN CHEF 1 kg,Devoto,$49,$69,$20,40.8%,Tienda Inglesa,0.88,name,20.0
Arroz Green CHEF 1 Kg,Arroz patna GREEN CHEF 1 kg,Devoto,$49,$69,$20,40.8%,Tienda Inglesa,0.88,name,20.0
Arroz Green CHEF 1 Kg,Arroz patna GREEN CHEF 1 kg,Devoto,$49,$69,$20,40.8%,Tienda Inglesa,0.88,name,20.0
Arroz Green CHEF 1 Kg,Arroz patna green CHEF 5 kg,Disco,$49,$289,$240,489.8%,Tienda Inglesa,0.83,name,240.0
Arroz Green CHEF 1 Kg,Arroz patna green CHEF 5 kg,Disco,$49,$289,$240,489.8%,Tienda Inglesa,0.83,name,240.0
Arroz Green CHEF 1 Kg,Arroz patna green CHEF 5 kg,Disco,$49,$289,$240,489.8%,Tienda Inglesa,0.83,name,240.0
Arroz Green CHEF 1 Kg,Arroz patna green CHEF 5 kg,Devoto,$49,$289,$240,489.8%,Tienda Inglesa,0.83,name,240.0
Arroz Green CHEF 1 Kg,Arroz patna green CHEF 5 kg,Devoto,$49,$289,$240,489.8%,Tienda Inglesa,0.83,name,240.0
Arroz Green CHEF 1 Kg,Arroz patna green CHEF 5 kg,Devoto,$49,$289,$240,489.8%,Tienda Inglesa,0.83,name,240.0
Arroz Green CHEF 1 Kg,Arroz patna GREEN CHEF 500g,Disco,$49,$25,$24,49.0%,Disco,0.75,name,-24.0
Arroz Green CHEF 1 Kg,Arroz patna GREEN CHEF 500g,Disco,$49,$25,$24,49.0%,Disco,0.75,name,-24.0
Arroz Green CHEF 1 Kg,Arroz patna GREEN CHEF 500g,Devoto,$49,$25,$24,49.0%,Devoto,0.75,name,-24.0
Arroz Green CHEF 1 Kg,Arroz patna GREEN CHEF 500g,Devoto,$49,$25,$24,49.0%,Devoto,0.75,name,-24.0
Arroz Integral SAMAN 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$82,$74,$8,9.8%,Disco,0.75,name,-8.0
Arroz Integral SAMAN 1 Kg,Arroz blanco SAMAN 1 kg,Disco,$82,$74,$8,9.8%,Disco,0.75,name,-8.0
Arroz Integral SAMAN 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$82,$74,$8,9.8%,Devoto,0.75,name,-8.0
Arroz Integral SAMAN 1 Kg,Arroz blanco SAMAN 1 kg,Devoto,$82,$74,$8,9.8%,Devoto,0.75,name,-8.0
Arroz Integral SAMAN 1 Kg,Arroz parboiled SAMAN 1 kg,Disco,$82,$84,$2,2.4%,Tienda Inglesa,0.75,name,2.0
